site_name,catchment,catchment_confidence,merge_rule_applied,method_1_catchment,method_1_confidence,method_2_catchment,method_2_confidence,transmission_catchment,rationale,matched_keyword,best_capacity_mw,technology,fuel,owner,owner_tier,phantom_risk,phantom_flags,notes
Central Renewable Energy Zone BESS,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,150.0,Storage - Battery,Other,Stanwell Corporation Ltd,tier_1,0.0,,
Chalumbin Wind Farm,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Chalumbin,658.0,Wind Turbine - Onshore,Wind,ARK Energy Corporation Pty Ltd,tier_2,2.0,stale_proposed_4plus_releases,
Chances Plain Solar Farm,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,126.0,Solar PV - Single axis tracking,Solar,juwi Renewable Energy Pty Ltd,tier_3,2.0,stale_proposed_4plus_releases,
Childers Solar Farm,WG,medium,no_coord_m1_backstop,WG,medium,,,WG,Wide Bay region (judgement call),Childers,64.38,Solar PV - Single axis tracking,Solar,Childers Solar Pty Ltd as trustee for the Childers Solar Trust,tier_3,0.0,,
Chillamurra Solar Farm,SD,high,no_coord_m1_backstop,SD,high,,,SD,Southern Downs corridor (Karara/Warwick/Bulli Creek),Chillamurra,3.6,Solar PV - Fixed,Solar,Chillamurra Solar Pty Ltd,tier_3,0.0,,
Chinchilla BESS,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Chinchilla,100.0,Storage - Battery,Other,CSE BESS Pty Ltd,tier_3,0.0,,
Chinchilla Solar Farm,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Chinchilla,113.16,Solar PV - Single axis tracking,Solar - Solar,First Solar Australia Pty Ltd,tier_3,0.0,,
Chinchilla Solar Farm - First Solar,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Chinchilla,113.16,Solar PV - Single axis tracking,Solar,First Solar Australia Pty Ltd,tier_3,2.0,stale_proposed_4plus_releases,
Churchill Abattoir,SEQ,high,no_coord_m1_backstop,SEQ,high,,,SEQ,SEQ corridor (Brisbane/Ipswich/Toowoomba),Churchill Abattoir,0.91,Solar PV - Fixed,Solar,TBA,tier_3,0.0,,
Clare Solar Farm,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Clare Solar,110.4,Solar PV - Single axis tracking,Solar,Clare Asset Co Pty Ltd ATF Clare Asset Trust,tier_3,0.0,,
Clarke Creek 2 BESS - KCI,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Clarke Creek,,Storage - Battery,Other - Other,Isaac Wind and Solar Energy Pty Ltd,tier_3,0.0,,
Clarke Creek Solar Farm,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Clarke Creek,350.0,Solar PV - Single axis tracking,Solar,Pacific Hydro Australia Development Pty Ltd.,tier_3,2.0,stale_proposed_4plus_releases,
Clarke Creek Wind Farm,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Clarke Creek,346.5,Wind Turbine - Onshore,Wind,Squadron Energy Services Pty Ltd,tier_1,0.0,,
Clarke Creek Wind Farm Stage 2,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Clarke Creek,696.0,Wind Turbine - Onshore,Wind - Wind,Squadron Energy Services Pty Ltd,tier_1,0.0,,
Clarke Creek Wind and Solar Farm - Solar,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Clarke Creek,200.0,Solar PV - Fixed,Solar,Squadron Energy,tier_1,1.0,stale_proposed_4plus_releases,
Clarke Creek Wind and Solar Farm - Wind,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Clarke Creek,,Wind Turbine - Onshore,Wind,Lacour Energy,tier_3,0.0,,
CleanCo Wind Farm (Small Mac),SD,medium,no_coord_m1_backstop,SD,medium,,,SD,SD region (Millmerran/Inglewood corridor),CleanCo Wind,103.0,,Wind Turbine,ACCIONA Energy Australia Global Pty Ltd,tier_1,0.0,,
CleanCo Wind Farm - KCI,SD,medium,no_coord_m1_backstop,SD,medium,,,SD,SD region (Millmerran/Inglewood corridor),CleanCo Wind,102.6,Wind Turbine - Onshore,Wind - Wind, ACCIONA Energy Australia Global Pty Ltd,tier_1,0.0,,
Clermont Solar Farm,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Clermont,92.5,Solar PV - Single axis tracking,Solar,Clermont Asset Co Pty Ltd as Trustee for Clerrmont Solar Unit Trust,tier_3,0.0,,
Collinsville Coal Fired Power Station Project,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Collinsville,990.0,,Other,Shine Energy,tier_3,2.0,manual_known_phantom,
Collinsville Coal Fired Power Station Project - KCI,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Collinsville,990.0,Other - Other,Fossil - Black Coal, Shine Energy,tier_3,1.0,large_tier3,
Collinsville Green Energy Hub,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Collinsville,2839.2,Wind Turbine - Onshore,Wind - Wind,COLLINSVILLE GREEN ENERGY HUB PTY LTD ,tier_3,2.0,manual_known_phantom,
Collinsville North Battery Project,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Collinsville,150.0,Storage - Battery,Other,TBSOL,tier_3,2.0,stale_proposed_4plus_releases,
Collinsville North Solar Project,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Collinsville,120.0,Solar PV - Fixed,Solar,Vena Energy,tier_1,0.0,,
Collinsville PV,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Collinsville,42.5,Solar PV - Fixed,Solar,Ratch Australia,tier_2,0.0,,
Colosseum Solar Farm,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Colosseum,400.0,Solar PV - Fixed,Solar - Solar,Global Power Generation Australia Pty Ltd,tier_3,0.0,,
Columboola BESS,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Columboola,700.0,Storage - Battery,Other,Columboola BESS Nominees Pty Ltd,tier_3,1.0,large_tier3,
Columboola BESS - KCI,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Columboola,400.0,Storage - Battery,Other - Other,StorEnergy P/L,tier_3,0.0,,
Columboola Solar Farm,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Columboola,217.25,Solar PV - Single axis tracking,Solar,Luminous Energy,tier_3,0.0,,
Comet Energy Park,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Comet,120.0,Storage - Battery,Other - Other,Comet Energy Pty Ltd,tier_3,0.0,,
Comet Solar Farm,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Comet,159.5,Solar PV - Single axis tracking,Solar,Comet Solar Farm Pty Ltd,tier_3,0.0,,
Condamine A,WD,medium,no_coord_m1_backstop,WD,medium,,,WD,Western Downs region (judgement call),Condamine A,87.4,Turbine - CCGT,Coal Seam Methane,QGC Sales QLD Pty Ltd,tier_3,0.0,,
Coopers Gap Wind Farm,TG,high,no_coord_m1_backstop,TG,high,,,TG,Tarong corridor (Tarong PS/Kingaroy),Coopers Gap,330.33,Wind Turbine - Onshore,Wind,PARF Company 6 Pty Limited,tier_3,0.0,,
Cooroy BESS,WG,high,no_coord_m1_backstop,WG,high,,,WG,Woolooga corridor (Gympie/Maryborough),Cooroy,100.0,Storage - Battery,Other - Other,Enervest Operations Pty Ltd,tier_3,0.0,,
Cross Roads Energy Solar Farm,DD,high,no_coord_m1_backstop,DD,high,,,DD,Darling Downs corridor (Dalby/Bell),Cross Roads,650.0,,Solar,Crossroads Energy Pty Ltd,tier_3,1.0,large_tier3,
Cross Roads Energy Solar Farm - KCI,DD,high,no_coord_m1_backstop,DD,high,,,DD,Darling Downs corridor (Dalby/Bell),Cross Roads,650.0,Solar PV - Fixed,Solar - Solar, Crossroads Energy Pty Ltd,tier_3,1.0,large_tier3,
Croydon Hybrid Facility - Solar And BESS,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Croydon,500.0,Solar PV - Fixed,Solar - Solar,ACEnergy Pty Ltd,tier_2,0.0,,
Daandine Power Station,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Daandine,33.143,Reciprocating Engine - Compression ignition,Coal Seam Methane,APT Petroleum Pipeline Holdings Pty Ltd.,tier_3,0.0,,
Dalby Solar Farm,DD,medium,no_coord_m1_backstop,DD,medium,,,DD,DD region (Dalby corridor — judgement call),Dalby,30.001,Solar PV - Single axis tracking,Solar,Dalby Asset Trust,tier_3,2.0,stale_proposed_4plus_releases,
Darling Downs,DD,high,no_coord_m1_backstop,DD,high,,,DD,Darling Downs corridor (Dalby/Bell),Darling Downs,364.5,Turbine - CCGT,Coal Seam Methane,Origin Energy Power Limited,tier_1,0.0,,
Darling Downs BESS (APA),DD,high,no_coord_m1_backstop,DD,high,,,DD,Darling Downs corridor (Dalby/Bell),Darling Downs,200.0,Storage - Battery,Other - Other,APA Group,tier_1,0.0,,
Darling Downs Battery,DD,high,no_coord_m1_backstop,DD,high,,,DD,Darling Downs corridor (Dalby/Bell),Darling Downs,500.0,Storage - Battery,Other,BORAL,tier_3,2.0,stale_proposed_4plus_releases,
Darling Downs Power Station 2,DD,high,no_coord_m1_backstop,DD,high,,,DD,Darling Downs corridor (Dalby/Bell),Darling Downs,500.0,Turbine - OCGT,Geothermal - Other,Origin Energy,tier_1,0.0,,
Darling Downs Solar Farm,DD,high,no_coord_m1_backstop,DD,high,,,DD,Darling Downs corridor (Dalby/Bell),Darling Downs,121.0,Solar PV - Fixed,Solar,Darling Downs Solar Farm Pty Ltd,tier_3,0.0,,
Dawson Wind Farm,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Dawson Wind,560.0,Wind Turbine - Onshore,Wind - Wind,Highland Energy Australia Pty Ltd,tier_2,0.0,,
Daydream Solar Farm,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Daydream,167.75,Solar PV - Single axis tracking,Solar,The Daydream Solar Farm Trust,tier_3,0.0,,
Dingo Solar Farm,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Dingo,85.0,Solar PV - Fixed,Solar,ESCO Pacific,tier_2,2.0,stale_proposed_4plus_releases,
Dugald River Wind Faarm,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Dugald River,144.0,Wind Turbine - Onshore,Wind - Wind,MMG,tier_3,0.0,,
Dulacca Solar,DD,high,no_coord_m1_backstop,DD,high,,,DD,Darling Downs corridor (Dalby/Bell),Dulacca,96.99,Solar PV - Single axis tracking,Solar - Solar,juwi Renewable Energy Pty Ltd,tier_3,1.0,owner_junk:^[a-z],
Dulacca Solar Farm,DD,high,no_coord_m1_backstop,DD,high,,,DD,Darling Downs corridor (Dalby/Bell),Dulacca,84.0,Solar PV - Single axis tracking,Solar,juwi Renewable Energy Pty Ltd,tier_3,1.0,owner_junk:^[a-z],
Dulacca Wind Farm,DD,high,no_coord_m1_backstop,DD,high,,,DD,Darling Downs corridor (Dalby/Bell),Dulacca,240.0,Wind Turbine - Onshore,Wind,Dulacca Energy Project Co Pty Ltd,tier_3,0.0,,
Dunblane Solar Farm,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Dunblane,7.2,Solar PV - Fixed,Solar,Dunblane Solar Pty Ltd,tier_3,0.0,,
Dunmore BESS,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,226.8,Storage - Battery,Other - Other,Samsung C&T,tier_3,0.0,,
Dunmore Solar Farm,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,361.0,Solar PV - Single axis tracking,Solar - Solar,Samsung C&T,tier_3,0.0,,
Dunmore Solar PV,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,400.0,Solar PV - Single axis tracking,Solar - Solar,"Samsung C&T Renewable Energy Australia Pty, Ltd",tier_3,2.0,stale_proposed_4plus_releases,
Dysart Solar Farm RED,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Dysart,100.0,Solar PV - Fixed,Solar,Tilt Renewables Australia Pty Ltd,tier_1,1.0,stale_proposed_4plus_releases,
EIWA Bundaberg Solar Farm,WG,medium,no_coord_m1_backstop,WG,medium,,,WG,Wide Bay region (judgement call),Bundaberg,78.0,Solar PV - Fixed,Solar,EIWA Bundaberg Solar Pty Ltd,tier_3,2.0,stale_proposed_4plus_releases,
EIWA Gin Gin Renewable Energy Park,WG,medium,no_coord_m1_backstop,WG,medium,,,WG,Wide Bay region (judgement call),EIWA,250.0,Storage - Battery,Solar - Solar,EIWA Gin Gin Renewable Energy Park Pty Ltd,tier_3,0.0,,
EIWA Golden Fleece Renewable Energy Park,WG,medium,no_coord_m1_backstop,WG,medium,,,WG,Wide Bay region (judgement call),EIWA,300.0,Storage - Battery,Solar - Solar,EIWA Golden Fleece Renewable Energy Park Pty Ltd,tier_3,0.0,,
East End BESS,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),East End,500.0,Storage - Battery,Other - Other,TE H2 Australia Pty Ltd,tier_1,0.0,,
Edenvale Solar Park,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Edenvale,180.0,Solar PV - Single axis tracking,Solar,Edenvale Solar Park Pty Ltd,tier_3,0.0,,
Elai Genesis Battery Storage System,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,120.0,Storage - Battery,Other - Other,Elai Energy Pty Ltd,tier_3,0.0,,
Emerald Solar Park,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Emerald,72.0,Solar PV - Single axis tracking,Solar,Lighthouse Infrastructure Management Limited,tier_3,0.0,,
Eurimbula Hybrid Facility - Battery Storage,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Eurimbula,1000.0,Storage - Battery,Other - Other,unitedgreen_NR,tier_3,1.0,owner_junk:_NR$; owner_junk:^[a-z]; large_tier3,
Eurimbula Solar Farm,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Eurimbula,607.75,Solar PV - Single axis tracking,Solar - Solar,Unitedgreen_NR,tier_3,2.0,stale_proposed_4plus_releases,
FNQ BESS 1 (KCI),Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,250.0,Storage - Battery,Other - Other,Solquartz Holdings Pty Ltd,tier_3,0.0,,
FNQ BESS 2 (KCI),Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,250.0,Storage - Battery,Other - Other,Solquartz Holdings Pty Ltd,tier_3,0.0,,
FNQ BESS 3 (KCI),Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,250.0,Storage - Battery,Other - Other,Solquartz Holdings Pty Ltd,tier_3,0.0,,
FPC Green Energy,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,30.0,Turbine - Steam Sub Critical,Green and air dried wood, FPC 30 Limited as Trustee for FPC Green Fund Trust ,tier_3,0.0,,
Fiery Creek Wind Farm,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,200.0,Wind Turbine - Onshore,Wind - Wind,Tilt Renewables Australia Pty Ltd,tier_1,0.0,,
Fletcher Creek Wind Farm & BESS,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Fletcher Creek,400.0,Wind Turbine - Onshore,Wind - Wind,Private Energy Partners,tier_3,0.0,,
Forest Wind,WG,high,no_coord_m1_backstop,WG,high,,,WG,Woolooga corridor (Gympie/Maryborough),Forest Wind,1200.0,Wind Turbine - Onshore,Wind - Wind,Forest Wind Holdings Pty Ltd,tier_3,1.0,large_tier3,
Forsayth Wind Farm,FNQ,high,no_coord_m1_backstop,FNQ,high,,,FNQ,FNQ corridor (Townsville and north),Forsayth,165.0,Wind Turbine - Onshore,Wind,Forsayth Wind Farm Pty Ltd,tier_3,2.0,stale_proposed_4plus_releases,
Fraser Coast Community Solar Farm,WG,medium,no_coord_m1_backstop,WG,medium,,,WG,Wide Bay region (judgement call),Fraser Coast,0.401,Solar PV - Fixed,Solar,Wide Bay Water Corporation,tier_3,0.0,,
Fraser Coast Hybrid Plant,WG,medium,no_coord_m1_backstop,WG,medium,,,WG,Wide Bay region (judgement call),Fraser Coast,310.8,Solar PV - Single axis tracking,Solar - Solar,FRASER COAST SOLAR DEVELOPMENT PTY LTD,tier_3,0.0,,
Fraser Coast Solar Park,WG,medium,no_coord_m1_backstop,WG,medium,,,WG,Wide Bay region (judgement call),Fraser Coast,350.0,Solar PV - Single axis tracking,Solar,FRASER COAST SOLAR PARK PTY LTD,tier_3,2.0,stale_proposed_4plus_releases,
GEP - QRNB1,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),GEP,1012.0,Wind Turbine - Offshore,Wind - Wind,GEP Developments Pty Ltd,tier_3,1.0,large_tier3,
Gangarri Solar Farm,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Gangarri,162.0,Solar PV - Single axis tracking,Solar,Shell New Energies Australia Pty Ltd,tier_3,0.0,,
Ganymirra Solar Power Station,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,150.0,Solar PV - Single axis tracking,Solar - Solar,Edify Energy Pty Ltd,tier_2,0.0,,
Gawara Baya Wind And BESS,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Gawara Baya,408.0,Wind Turbine - Onshore,Wind - Wind,UPPER BURDEKIN WIND FARM PTY LTD,tier_3,0.0,,
Gawara Baya Wind Farm,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Gawara Baya,408.0,Wind Turbine - Onshore,Wind - Wind,UPPER BURDEKIN WIND FARM PTY LTD,tier_3,0.0,,
Gayndah Wind Farm,WG,high,no_coord_m1_backstop,WG,high,,,WG,Woolooga corridor (Gympie/Maryborough),Gayndah Wind,560.0,Wind Turbine - Onshore,Wind - Wind,Mainstream Renewable Power Australia Pty Ltd,tier_1,0.0,,
German Creek,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),German Creek,31.81,Reciprocating Engine - Spark ignition,Fossil - Waste Coal Mine Gas,EDL CSM Qld Pty Ltd,tier_3,0.0,,
Gin Gin BESS,WG,medium,no_coord_m1_backstop,WG,medium,,,WG,Wide Bay region (judgement call),Gin Gin,345.6,Storage - Battery,Other - Other,Iberdrola Australia Development Pty Limited,tier_1,0.0,,
Gladstone,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Gladstone,280.0,Turbine - Steam Sub Critical,Black Coal,Gladstone Power Station Participants,tier_3,0.0,,
Glenroy Hybrid Facility - Solar And BESS,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,1000.0,Solar PV - Fixed,Solar - Solar,M Renewables Australia Developments Pty Ltd,tier_2,0.0,,
GoodNight Hybrid Facility - Solar And BESS,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,200.0,Solar PV - Fixed,Solar - Solar,GoodNight One Pty Ltd,tier_3,0.0,,
Goombi Renewable Energy Hub,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Goombi,657.0,Wind Turbine - Onshore,Wind - Wind,Tag Energy Australia Pty Ltd,tier_2,0.0,,
Green Poly BESS Project (KCI),Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,750.0,Storage - Battery,Other - Other,Solquartz Holdings Pty Ltd,tier_3,1.0,large_tier3,
Greenbank BESS,SEQ,high,no_coord_m1_backstop,SEQ,high,,,SEQ,SEQ corridor (Brisbane/Ipswich/Toowoomba),Greenbank,200.0,,Storage,CSE BESS Pty Ltd,tier_3,0.0,,
Grosvenor 1,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Grosvenor,21.0,Reciprocating Engine - Spark ignition,Waste Coal Mine Gas,EDL Projects Australia Pty Ltd,tier_3,0.0,,
Grosvenor 2 Waste Coal Mine Gas Power Station,CQ,high,no_coord_m1_backstop,CQ,high,,,CQ,CQ corridor (Callide/Gladstone/Isaac),Grosvenor,15.21,Reciprocating Engine - Spark ignition,Fossil - Coal Seam Methane,EDL Projects Australia Pty Ltd,tier_3,2.0,stale_proposed_4plus_releases,
Group Linen - Maryborough,SEQ,high,no_coord_m1_backstop,SEQ,high,,,SEQ,SEQ corridor (Brisbane/Ipswich/Toowoomba),Group Linen,0.17,Solar PV - Fixed,Solar - Solar,Group Linen,tier_3,0.0,,
Group Linen - Prince Charles,SEQ,high,no_coord_m1_backstop,SEQ,high,,,SEQ,SEQ corridor (Brisbane/Ipswich/Toowoomba),Group Linen,0.33,Solar PV - Fixed,Solar,Group Linen,tier_3,0.0,,
Gunsynd Solar Farm,SD,high,no_coord_m1_backstop,SD,high,,,SD,Southern Downs corridor (Karara/Warwick/Bulli Creek),Gunsynd,94.0,Solar PV - Fixed,Solar - Solar,ARP,tier_3,0.0,,
Gurambilbarra Energy Hub,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,1186.0,Other - Other,Other,365 Future Energy,tier_3,2.0,manual_known_phantom,
Guthrie's Gap Solar Farm,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,300.0,Solar PV - Fixed,Solar - Solar,Edify Energy Pty Ltd,tier_2,0.0,,
Gympie Regional Energy Hub - Stage 1,WG,high,no_coord_m1_backstop,WG,high,,,WG,Woolooga corridor (Gympie/Maryborough),Gympie,350.0,Solar PV - Fixed,Solar,SolarQ Pty Ltd,tier_3,0.0,,
Gympie Regional Energy Hub - Stage 2,WG,high,no_coord_m1_backstop,WG,high,,,WG,Woolooga corridor (Gympie/Maryborough),Gympie,1000.0,Storage - Battery,Other,SolarQ Pty Ltd,tier_3,2.0,stale_proposed_4plus_releases,
Gympie Regional Energy Hub - Stage 3,WG,high,no_coord_m1_backstop,WG,high,,,WG,Woolooga corridor (Gympie/Maryborough),Gympie,650.0,Solar PV - Fixed,Solar,SolarQ Pty Ltd,tier_3,2.0,stale_proposed_4plus_releases,
Halys BESS (Akaysha),WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Halys,1120.0,Storage - Battery,Other - Other,Halys BESS ProjectCo Pty Ltd,tier_3,1.0,large_tier3,
Halys BESS - Iberdrola,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Halys,500.0,Storage - Battery,Other - Other,IBERDROLA AUSTRALIA DEVELOPMENT PTY LIMITED,tier_1,0.0,,
Halys BESS - Iberdrola -  KCI,WD,high,no_coord_m1_backstop,WD,high,,,WD,WD substation/Chinchilla corridor,Halys,500.0,Storage - Battery,Other - Other,Iberdrola Australia Development Pty,tier_1,0.0,,
