site_name,region,project_lat,project_lon,project_coord_source,spike_class,expected_catchment,method,transmission_catchment,catchment_confidence,nearest_substation,nearest_substation_rez,distance_km,exclusion_pattern_matched,region_mismatch,notes
Gundary Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gundary Solar Farm - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gunnedah BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gunnedah East BESS (Green Leap) - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gunnedah Solar Farm,NSW1,-30.9390584,150.3420751,OSM_plant,,,spatial_join,NEW,high,Gunnedah,NEW,4.27,,False,
Gunning Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gunning Solar Farm (Canadian),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gunning Solar Farm (Photon),NSW1,-34.84,149.17,proponent_site,,,spatial_join,SW-NSW,medium,Cullerin,SW-NSW,21.42,,False,
Gunning Wind Farm,NSW1,-34.6857898,149.3686054,OSM_plant,,,spatial_join,SW-NSW,high,Gunning,SW-NSW,1.74,,False,
Guthega,NSW1,-36.3501059,148.4136149,OSM_plant,,,spatial_join,SW-NSW,high,Guthega,SW-NSW,0.07,,False,
Guunedah Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Hanworth BESS - KCI,NSW1,-31.8,150.85,manual,shared_boundary,CWO,spatial_join,NEW,medium,Central South Hub (Hub 1),NEW,30.47,,False,
Hanworth Battery,NSW1,-31.8,150.85,manual,prior,Unclassified,spatial_join,NEW,medium,Central South Hub (Hub 1),NEW,30.47,,False,
Hargraves BESS,NSW1,-32.8254,149.4435,aemo_filing,,,spatial_join,CWO,medium,Mudgee,CWO,29.11,,False,
Hargraves Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Hay Sun Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Hills of Gold Wind Farm,NSW1,-31.61438,151.1197,aremi,,,spatial_join,NEW,high,Central South Hub (Hub 1),NEW,9.94,,False,
Hillston Sun Farm,NSW1,-33.5340092,145.5223922,OSM_plant,,,spatial_join,SW-NSW,high,Hillston,SW-NSW,2.12,,False,
Holbrook SF,NSW1,-35.2991,147.2818,aemo_filing,,,spatial_join,SW-NSW,high,Uranquinty,SW-NSW,11.31,,False,
Holloway - Battery,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Holloway BESS - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Hume BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Hume Bess (ARIF),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Hume Dam NSW,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Hume North Battery Energy Storage System,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Hunter Central Coast Offshore Energy (Wind),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Hunter Coast Offshore Wind,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Hunter EconomicZone,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Hunter Power Station,NSW1,-32.7933,151.4784,wikipedia,,,spatial_join,HCC,high,Maitland,HCC,9.73,,False,
Hunter Valley GT,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Ilford Green Energy Hub,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Illawarra Offshore Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Inverell Battery Energy Storage System,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Ivanhoe BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Jacks Gully,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Jemalong Solar,NSW1,-33.4055355,147.6444039,OSM_plant,,,spatial_join,CWO,high,Jemalong,CWO,3.38,,False,
Jeremiah WF,NSW1,-35.0676,148.1124,aemo_filing,,,spatial_join,SW-NSW,medium,Blowering,SW-NSW,38.71,,False,
Jeremiah Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Jindabyne,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Jindera BESS - Storage - KCI,NSW1,-35.9218,146.9073,aemo_filing,,,spatial_join,SW-NSW,high,Jindera,SW-NSW,0.43,,False,
Jindera Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Jounama,NSW1,-35.5620147,148.3054928,OSM_plant,,,spatial_join,SW-NSW,high,Jounama,SW-NSW,0.27,,False,
Junction Rivers,NSW1,-34.7,143.5,state_portal,,,spatial_join,SW-NSW,high,Balranald,SW-NSW,8.73,,False,
Junction Rivers BESS – Stage 1,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Junction Rivers BESS – Stage 2,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Junction Rivers Wind And BESS,NSW1,-34.7,143.5,state_portal,,,spatial_join,SW-NSW,high,Balranald,SW-NSW,8.73,,False,
Junction Rivers Wind Farm – Stage 1,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Junction Rivers Wind Farm – Stage 2,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Junee Solar Farm,NSW1,-34.8139741,147.571545,OSM_plant,,,spatial_join,SW-NSW,high,Junee,SW-NSW,5.6,,False,
Juno BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Juno Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Kangaroo Hills BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Kangaroo Hills Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Kangaroo Valley BESS,NSW1,-34.7244,150.5025,proponent_site,,,spatial_join,ILW,high,Kangaroo Valley,ILW,1.89,,False,
Kanowna Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Keepit,NSW1,-30.879198,150.4914435,OSM_plant,,,spatial_join,NEW,high,Keepit,NEW,0.17,,False,
Kerrawary Power Station,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Kerrs Creek Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Kings Plain Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Kingswood BESS,NSW1,-31.1413,150.9008,aemo_filing,,,spatial_join,NEW,high,Tamworth,NEW,4.87,,False,
Koorakee Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Kurri Kurri Battery,NSW1,-32.8175,151.4834,locality_proxy,,,spatial_join,HCC,medium,Maitland,HCC,11.52,,False,
Kurri Kurri OCGT,NSW1,-32.7933,151.4784,wikipedia,,,spatial_join,HCC,high,Maitland,HCC,9.73,,False,
LMCC - Works Depot Power Station,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Lake Lyell PHES,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Lake Lyell Pumped Hydro,NSW1,-33.4988,150.0749,aremi,,,spatial_join,CWO,high,Mt Piper,CWO,4.89,,False,
Lake Victoria Energy Park - KCI,NSW1,-34.0211,141.3533,aemo_filing,,,spatial_join,SW-NSW,review,Buronga,SW-NSW,83.97,,False,
Lambruk Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Lambruk Solar Project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Lerida BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Lerida Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Liddell,NSW1,-32.3716,150.9784,wikipedia,,,spatial_join,HCC,high,Liddell,HCC,1.49,,False,
Liddell BESS,NSW1,-32.3716,150.9784,wikipedia,,,spatial_join,HCC,high,Liddell,HCC,1.49,,False,
Liddell Solar Farm - KCI,NSW1,-32.3716,150.9784,wikipedia,,,spatial_join,HCC,high,Liddell,HCC,1.49,,False,
Limondale BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Limondale Solar Farm 1,NSW1,-34.7710283,143.5016614,OSM_plant,,,spatial_join,SW-NSW,high,Balranald,SW-NSW,2.21,,False,
Limondale Solar Farm 2,NSW1,-34.7710283,143.5016614,OSM_plant,,,spatial_join,SW-NSW,high,Balranald,SW-NSW,2.21,,False,
Lindsay Gap BESS,NSW1,-31.47,150.83,locality_proxy,,,spatial_join,NEW,medium,Quirindi,NEW,14.62,,False,
Lismore BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Liverpool Range Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Lockhart Hybrid Facility - Battery,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Lockhart Hybrid Facility - Solar,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Lucas Heights 2,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Lucas Heights I,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
MNC000116 - Dubbo Firming Power Station,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Maison Dieu BESS,NSW1,-32.535,151.094,locality_proxy,,,spatial_join,HCC,medium,Singleton,HCC,1.7,,False,
Maison Dieu Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mallee Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mallee Wind Farm - Storage - KCI,NSW1,-34.0835,142.4481,aremi,,,spatial_join,SW-NSW,high,Buronga,SW-NSW,17.51,,False,
Mandurama BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mandurama Wind Farm,NSW1,-33.6505,149.0721,locality_proxy,,,spatial_join,CWO,medium,Orange,CWO,41.96,,False,
Mangoplah BESS - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Manildra Solar Farm,NSW1,-33.1735929,148.7193094,OSM_plant,,,spatial_join,CWO,high,Manildra,CWO,0.73,,False,
Maoneng Battery,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Marulan,NSW1,-34.604,150.061,aremi,,,spatial_join,ILW,high,Marulan,ILW,1.46,,False,
Marulan - OCGT/CCGT,NSW1,-34.7112,150.0064,locality_proxy,,,spatial_join,ILW,medium,Marulan,ILW,11.48,,False,
Marulan BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Marulan Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Maryvale Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Maryvale Solar and Energy Storage System,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mates Gully Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Maules Creek BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Maules Creek Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Maxwell Downs Bess - KCI,NSW1,-32.3,150.95,manual,shared_boundary,CWO,spatial_join,HCC,high,Muswellbrook,HCC,8.69,,False,
Maxwell Downs Solar Farm - KCI,NSW1,-32.3,150.95,manual,shared_boundary,CWO,spatial_join,HCC,high,Muswellbrook,HCC,8.69,,False,
Maxwell Solar Farm,NSW1,-32.3,150.95,manual,shared_boundary,CWO,spatial_join,HCC,high,Muswellbrook,HCC,8.69,,False,
McCullys Gap BESS,NSW1,-32.213,150.944,aremi,,,spatial_join,HCC,high,Muswellbrook,HCC,1.06,,False,
McMahons Reef Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Merino Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Merriwa BESS 1,NSW1,-32.1397,150.3552,locality_proxy,,,spatial_join,HCC,medium,Merriwa,HCC,0.79,,False,
Merriwa SF,NSW1,-32.1397,150.3552,locality_proxy,,,spatial_join,HCC,medium,Merriwa,HCC,0.79,,False,
Merriwa Solar Farm,NSW1,-32.1393,150.3557,locality_proxy,,,spatial_join,HCC,medium,Merriwa,HCC,0.77,,False,
Merriwa Solar Farm - BESS,NSW1,-32.1397,150.3552,locality_proxy,,,spatial_join,HCC,medium,Merriwa,HCC,0.79,,False,
Merriwa Solar Farm and BESS,NSW1,-32.1393,150.3557,locality_proxy,,,spatial_join,HCC,medium,Merriwa,HCC,0.77,,False,
Metz Solar Farm,NSW1,-30.5112227,151.8615629,OSM_plant,,,spatial_join,NEW,high,Metz,NEW,1.48,,False,
Middlebrook SF & BESS,NSW1,-31.3037,150.978,aremi,,,spatial_join,NEW,high,Central Hub (Hub 5),NEW,17.22,,False,
Midwest BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Midwest Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Milpulling Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Moah Creek Solar Farm (RES),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Moama Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Molong BESS (KCI),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Molong Solar Farm,NSW1,-33.0898106,148.9121968,OSM_plant,,,spatial_join,CWO,high,Molong,CWO,1.28,,False,
Molong System Strength Battery Pilot,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Molonglo BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Monaro Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Monaro Solar Farm - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Moorambilla Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Moorebank Logistics Park Project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Moree BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Moree Solar Farm,NSW1,-29.5686141,149.8664035,OSM_plant,,,spatial_join,NEW,high,Moree,NEW,9.33,,False,
Morundah Battery Storage,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Morundah Solar Power Plant (Thermal),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mount Lambie BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mount Lambie Wind Farm,NSW1,-33.4719,149.9887,proponent_site,,,spatial_join,CWO,high,Mt Piper,CWO,5.84,,False,
Mount Majura,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mt Piper,NSW1,-33.35889,150.03222,wikipedia,,,spatial_join,CWO,high,Wallerawang,CWO,6.95,,False,
Mt Piper BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mt View Wind Farm (KCI),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mugga Lane,NSW1,-35.3998818,149.1460065,OSM_plant,,,spatial_join,ILW,medium,Williamsdale,ILW,20.65,,False,
Mugga Lane BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mugga Lane Renewable Hybrid,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mugga Lane Solar Park,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mullion Creek Wind Farm,NSW1,-33.25,149.11,manual,shared_boundary,CWO,spatial_join,CWO,high,Orange,CWO,2.72,,False,
Mulwala Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Mumbil Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Munmorah BESS,NSW1,-33.211781,151.542161,wikipedia,,,spatial_join,HCC,high,Munmorah,HCC,0.31,,False,
Murrumburrah BESS - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Murrurundi Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Muswellbrook BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Muswellbrook PRO BESS,NSW1,-32.21303,150.94433,aremi,,,spatial_join,HCC,high,Muswellbrook,HCC,1.06,,False,
Muswellbrook Pumped Hydro,NSW1,-32.25083,150.93423,aremi,,,spatial_join,HCC,high,Muswellbrook,HCC,3.25,,False,
Muswellbrook Pumped Hydro - Storage - KCI,NSW1,-32.2454,150.9344,wikipedia,,,spatial_join,HCC,high,Muswellbrook,HCC,2.66,,False,
Muswellbrook Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Myrtle Creek BESS,NSW1,-29.0985,152.9512,aemo_filing,,,spatial_join,NEW,review,Tenterfield,NEW,88.76,,False,
Myrtle Creek Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
NSW Diverse Battery,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
NSW Energy Cluster,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
NSW Gas Peaker,NSW1,-32.6278,146.7235,wikipedia,,,spatial_join,Unclassified,Unclassified,Jemalong,CWO,121.03,,False,
Narrabri Hybrid Project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Narrabri Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Narrabri Solar Farm & BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Narrabri South Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Narrandera BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Narrandera Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Narromine Solar Farm,NSW1,-32.2201974,148.2548919,OSM_plant,,,spatial_join,CWO,high,Narromine,CWO,1.92,,False,
Nevertire Solar Farm,NSW1,-31.8223632,147.7027627,OSM_plant,,,spatial_join,CWO,review,Narromine,CWO,68.89,,False,
New England Solar Farm,NSW1,-30.6145168,151.5999398,OSM_plant,,,spatial_join,NEW,high,Uralla,NEW,1.96,,False,
New England Solar Farm BESS,NSW1,-30.6145168,151.5999398,OSM_plant,,,spatial_join,NEW,high,Uralla,NEW,1.96,,False,
Newcastle Gas Peaker,NSW1,-32.815,151.7011,proponent_site,,,spatial_join,HCC,high,Tomago,HCC,1.12,,False,
Newcastle Offshore Wind,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Nine Network Willoughby,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Nine Network Willoughby_x000D_,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Nonowie Wind Farm,NSW1,-33.05,137.45,locality_proxy,,,spatial_join,MN,review,Whyalla,MN,12.63,,True,panel region NSW1 conflicts with location; matched substation in SA
Northern Tablelands Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Nottingham Park Solar Farm - KCI,NSW1,-31.07,150.78,proponent_site,,,spatial_join,CWO,high,Oxley,CWO,11.82,,False,
Novocastrian Offshore Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Nymboida,NSW1,-29.9256913,152.7415522,OSM_plant,,,spatial_join,NEW,medium,Dorrigo,NEW,45.2,,False,
Nyngan Solar Plant,NSW1,-31.5554905,147.0862012,OSM_plant,,,spatial_join,Unclassified,Unclassified,Narromine,CWO,133.16,,False,
Oaky,NSW1,-30.5773082,152.0605405,OSM_plant,,,spatial_join,NEW,medium,Metz,NEW,21.27,,False,
Orana BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Orange Grove Sun Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Oven Mountain Pumped Storage,NSW1,-30.8087,152.2017,osm_plant,,,spatial_join,NEW,medium,Metz,NEW,46.64,,False,
Oxley Solar Farm,NSW1,-30.54,151.79,state_portal,,,spatial_join,NEW,high,Metz,NEW,6.11,,False,
Paling Yards Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Panorama BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Parkes Shire Council STP,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Parkes Shire Council WTP,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Parkes Solar Farm,NSW1,-33.1167198,148.079284,OSM_plant,,,spatial_join,CWO,high,Parkes,CWO,1.59,,False,
Peel Valley BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Peel Valley Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Peninsula Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Peninsula Solar Farm & BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Penrith RSL Solar,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Phoenix Pumped Hydro Project,NSW1,-32.7296,149.2203,proponent_site,,,spatial_join,CWO,medium,Wellington,CWO,32.97,,False,
Photon Energy Leeton,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Piambong Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Piambong Wind Farm - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Pindari,NSW1,-29.3892649,151.2451916,OSM_plant,,,spatial_join,NEW,medium,Dumaresq,NEW,22.23,,False,
Pint Pot BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Port Kembla Power Station,NSW1,-34.4600822,150.9005496,osm_plant,,,spatial_join,ILW,high,Wollongong,ILW,2.76,,False,
Port Kembla/Wollongong Offshore Wind,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Pottinger Energy Park - Battery - KCI,NSW1,-31.3,150.5,manual,prior,SW-NSW,spatial_join,NEW,high,Garoo,NEW,19.0,,False,
Pottinger Energy Park - Solar - KCI,NSW1,-31.3,150.5,manual,prior,SW-NSW,spatial_join,NEW,high,Garoo,NEW,19.0,,False,
Pottinger Energy Park - Wind - KCI,NSW1,-31.3,150.5,manual,prior,SW-NSW,spatial_join,NEW,high,Garoo,NEW,19.0,,False,
Project Brandy BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Proten - Farm 60,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Proten - Farm 61,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Proten - Farm 74,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Proten - Farm 75 - 79,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Queanbeyan BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Queanbeyan BESS (Global Power),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Queanbeyan BESS (Neoen),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Queanbeyan Battery,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Quorn Park Hybrid,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Quorn Park Solar Farm,NSW1,-33.0795981,148.0902894,OSM_plant,,,spatial_join,CWO,high,Parkes,CWO,2.95,,False,
Quorn Park Solar Hybrid,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Rangoon Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Redbank,NSW1,-32.5793518,151.0717078,OSM_plant,,,spatial_join,HCC,high,Singleton,HCC,5.36,,False,
Revesby Workers Club,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Richmond Valley BESS,NSW1,-28.9,152.95,proponent_site,,,spatial_join,NEW,review,Tenterfield,NEW,90.32,,False,
Richmond Valley BESS (EIWA),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Richmond Valley Solar Farm,NSW1,-29.0985,152.9512,aemo_filing,,,spatial_join,NEW,review,Tenterfield,NEW,88.76,,False,
Ridgey Creek BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Riverina Energy Storage System,NSW1,-34.6463487,146.0350155,OSM_plant,,,spatial_join,SW-NSW,high,Darlington Point,SW-NSW,0.29,,False,
Riverina Energy Storage System 1,NSW1,-34.6463487,146.0350155,OSM_plant,,,spatial_join,SW-NSW,high,Darlington Point,SW-NSW,0.29,,False,
Riverina Energy Storage System 2,NSW1,-34.6463487,146.0350155,OSM_plant,,,spatial_join,SW-NSW,high,Darlington Point,SW-NSW,0.29,,False,
Riverina Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Rollsville Hybrid Facility - Battery,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Rollsville Hybrid Facility - Solar,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Romani BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Romani Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Romani Standalone BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Rosedale SF,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Rothby BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Royalla Solar Farm,NSW1,-35.489885,149.1430223,OSM_plant,,,spatial_join,ILW,high,Williamsdale,ILW,10.65,,False,
Ruby Hills North BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Ruby Hills North Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Ruby Hills South BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Ruby Hills South Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Ruby Hills Wind Farm 700MW,NSW1,-30.9518,151.4068,osm_plant,,,spatial_join,NEW,high,Walcha,NEW,17.8,,False,
Rye Park Wind Farm,NSW1,-34.6077003,148.9760029,OSM_plant,,,spatial_join,SW-NSW,high,Rye Park,SW-NSW,6.59,,False,
Salisbury BESS,NSW1,-30.67,151.53,proponent_site,,,spatial_join,NEW,high,Uralla,NEW,9.62,,False,
Salisbury East Solar 350MW,NSW1,-30.8038,151.6071,locality_proxy,,,spatial_join,NEW,medium,New England,NEW,19.85,,False,
Salisbury Solar 450MW,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
